Frequency_1,Frequency_2,Frequency_3,Frequency_4,Frequency_5,Frequency_6,Frequency_7,Frequency_8,Frequency_9,Frequency_10,Mean Frequency,Max Amplitude Frequency,Spectral Std Dev,Spectral Energy,Spectral Skewness,mean,absolute_mean,absolute_max,std,variance,peak_to_peak,peak,skewness,kurtosis,rms,crest_factor,impulse_factor,margin,power,shape_factor,clearance_factor,BPFO_data,BPFI_data,Hz,rpm,fault_type
30.0,60.0,90.0,68.0,21.0,38.0,98.0,9.0,128.0,158.0,4102.62532368297,2703.0,2728.411623141884,2115285843.2631392,8.616923919894175,-0.006418901064712702,1.0804111643851813,46.00069594344001,2.5408184107938734,6.455758196629104,83.15765052463001,37.15695458119,-1.1069486080360398,44.330583282991164,2.5407768912311757,14.624249263848185,42.577027579696626,37.16337348225471,6.455547211014357,2.351675894312912,7.125762455110593,12098.387555832736,9659.756832417632,25600,1800,1
30.0,60.0,90.0,9.0,39.0,158.0,188.0,128.0,69.0,59.0,4130.128276619023,2802.0,2722.1356732394147,3532524003.1359906,9.489898967774982,-0.0006326115027091066,1.4015282447810569,51.21585390816001,3.283479725288697,10.781239106381935,96.62420101928001,45.40834711112,-0.5618939492873835,35.07810000446754,3.283415652636015,13.829606700773613,36.542862478066446,45.40897972262271,10.78081834797519,2.3427395522442303,4.7506462176666915,15187.554126561618,14303.641905646764,25600,1800,1
30.0,60.0,158.0,188.0,90.0,89.0,128.0,59.0,218.0,39.0,4238.937425870851,2861.0,2827.379052519309,5135295249.037355,15.852264714597677,0.00033961460253678025,1.7010106526889448,51.21585390816001,3.95890112995278,15.672898156741399,95.93562891330001,44.71977500514,-0.7978543028208368,26.087220870829203,3.9588238184565974,11.296227631209572,30.109072995632552,44.71943539053746,15.672286025579274,2.3273362881052617,3.2679249105439285,19126.862386405595,17978.279408236715,25600,1800,1
30.0,1.0,9.0,60.0,2.0,3.0,98.0,68.0,5.0,158.0,4285.808015917917,2673.0,2720.7101597274477,1288288612.2565246,7.042820720427356,-0.00034888913856831363,0.844433400574522,41.18391504814001,1.9828871952340161,3.9318416290230234,69.73932950721002,28.555414459070004,-0.1920180224838377,52.17324864171265,1.9828484957714918,14.401208423117366,48.77106355589436,28.555763348208572,3.9316881571832676,2.3481407703940103,10.474868148659304,8801.014991676353,5515.77420127083,25600,1800,1
30.0,60.0,158.0,188.0,128.0,89.0,59.0,218.0,119.0,90.0,4326.761308381927,2860.0,2711.570972025826,4847026901.559162,12.224406614937708,0.005391042461905545,1.6298865580015374,50.515668627640004,3.8461729961313744,14.793046716170194,96.35909459165,45.84342596401,-0.20447008438784248,28.14560758859242,3.8461016501840395,11.919452508962252,30.993364771091237,45.83803492154809,14.79249790354839,2.3597357934529404,3.414951886896832,13033.585404360185,12052.368007756084,25600,1800,1
30.0,60.0,158.0,188.0,90.0,128.0,218.0,89.0,98.0,39.0,4462.851034937902,2801.0,2733.2662260760108,2912041231.4340563,9.852438778080492,0.0021572595656255875,1.1869232173272695,51.22196212239,2.981196422990727,8.887532112452707,102.43781603055001,51.22196212239,-0.2023370188646992,49.117480203041886,2.981138974190322,17.18201082400122,43.1552449009569,51.219804862824375,8.887189583436525,2.511652759563751,5.763572571677192,8422.906309725926,5880.337070056294,25600,1800,1
30.0,60.0,128.0,98.0,158.0,21.0,90.0,68.0,188.0,9.0,4363.011204124871,2672.0,2735.1511902434518,1640305524.4197054,5.984750624502713,0.0008644184019727268,0.9098980634330082,39.094270217570006,2.2374561139519202,5.006209861860829,74.00452735225001,34.91025713468,-0.0637952053985904,59.157802576066516,2.237412578486167,15.602959181672375,42.96554942656865,34.90939271627803,5.006015046368118,2.4589705906664983,7.80945919168442,8934.988242253441,5495.845808771316,25600,1800,1
30.0,60.0,9.0,1.0,90.0,68.0,2.0,98.0,3.0,158.0,4283.9634961132015,2672.0,2683.878318767919,1210361372.3472493,5.13521046713959,0.0006949470896761636,0.8030852036110311,33.66804188972001,1.9212045550914056,3.691026942503966,65.17582816305001,31.507786273330005,0.09213691377703306,63.3408388504573,1.9211671554248488,16.400335694039253,41.92337467846923,31.507091326240328,3.690883239083205,2.3922332858162747,9.121947162458317,7797.291814375469,5728.966129898577,25600,1800,1
30.0,60.0,9.0,90.0,21.0,68.0,39.0,98.0,128.0,38.0,4189.019725236633,2674.0,2778.3341547566324,1456160419.1563778,7.199010449800075,-0.00310649257557168,0.8975799519584186,43.59862496774001,2.1081163303081873,4.444154462112058,74.39039980471001,30.791774836970003,-1.0164875669406626,56.07643576762484,2.108077443037375,14.606567201157649,48.57352804350488,30.794881329545575,4.443990505842997,2.348623583267192,9.81069264446361,13497.20629245087,10051.172003665584,25600,1800,1
30.0,60.0,90.0,9.0,39.0,158.0,188.0,128.0,21.0,98.0,3962.727118796427,2863.0,2715.396231350045,3091968087.2343636,6.594701965435856,-0.006164527850645399,1.321149101922505,51.21585390816001,3.0719037597753176,9.436592709321731,89.67618278817001,38.46032888001,-1.0251058819090053,35.97395279747406,3.071849944157912,12.520249875210995,38.76614216641551,38.466493407860646,9.436262079422967,2.3251349447899776,5.4275573820531156,17272.39315354411,16715.708724976525,25600,1800,1
30.0,60.0,158.0,188.0,128.0,90.0,89.0,59.0,218.0,98.0,4101.883418123714,2889.0,2711.5484419340924,5396529832.516314,9.095743561447303,0.002541249029529266,1.7224938800635419,51.21585390816001,4.0583466658497755,16.47017766021399,94.69315967023002,43.47730576207,-0.5574589309406789,25.710988405461325,4.0582681930490105,10.71326578084164,29.73354767813206,43.474764513040476,16.46954072671328,2.356042154936018,3.1097317622882388,20594.983359206522,18179.750854229318,25600,1800,1
30.0,60.0,158.0,188.0,128.0,89.0,90.0,59.0,98.0,218.0,4299.136797349944,2830.0,2692.4195906031846,4737537758.787906,10.514264279076608,0.005116464799581242,1.5494429693196685,51.21585390816001,3.8024863264921454,14.458902263159729,101.96395943239,50.74810552423,-0.29718003404165155,30.961766167838093,3.8024154978695717,13.346280950270504,33.054365292739966,50.742989059430414,14.458363618438703,2.45405321341975,3.5422994786799107,12317.136193673801,11078.541215437226,25600,1800,1
30.0,60.0,158.0,90.0,188.0,128.0,98.0,218.0,9.0,39.0,4406.092980785796,2771.0,2691.0896704785405,2707438777.6268654,7.8942414415106015,0.0011445768606742522,1.12766696238312,48.527184194430006,2.8745585985037465,8.263087136231823,90.29062474058,41.76344054615,0.08802159107004144,48.261721323939376,2.8745026799148707,14.52892732992228,43.033258766290885,41.762295969289326,8.262765656837773,2.5490705818321837,5.872995339553385,9138.285148412227,5101.603181285924,25600,1800,1
30.0,60.0,68.0,98.0,90.0,158.0,38.0,128.0,9.0,188.0,4463.991256662965,2672.0,2789.3735678086678,1316048709.748028,8.164278546363889,0.0012053838804027138,0.8423447742556632,37.217838875400005,2.004047189751516,4.01620513875095,69.19681963117,31.978980755770003,0.29144975368965426,57.29007729943251,2.004008408804605,15.957508269561368,44.18361698544102,31.9777753718896,4.016049702559565,2.379083327934745,9.267275465161651,7475.5899624742215,4398.335016351642,25600,1800,1
30.0,60.0,9.0,90.0,21.0,39.0,98.0,68.0,158.0,128.0,4116.265785636073,2802.0,2723.228239242015,2048624865.0543118,7.479907433042571,-0.002103822532006735,1.064126934006948,40.837040148670006,2.5004716078402764,6.2523582616153375,78.48450786858001,37.64746771991,-0.2783280930725344,41.70130204928437,2.5004236531834434,15.056435605213816,38.37609860592381,37.649571542442004,6.252118445399237,2.3497419088605813,6.5317124915828915,11373.407526283947,9501.605773675718,25600,1800,1
30.0,60.0,68.0,38.0,8.0,90.0,98.0,158.0,188.0,128.0,4414.827512294882,2702.0,2798.0145416117102,1156302120.6424036,6.651894451568698,0.00022817207609398285,0.8242600449889895,33.02485031061,1.8785658562650793,3.529009676324951,65.99328086219,33.02485031061,-0.006306296648260965,60.4771064862163,1.8785291775913189,17.580163621922022,40.06605744313513,33.02462213853391,3.528871871061917,2.2790491775158315,9.358472485619627,8830.471438797174,5646.348908841663,25600,1800,1
30.0,60.0,9.0,21.0,39.0,90.0,158.0,68.0,128.0,98.0,4243.823362802572,2703.0,2724.522670834814,1776058469.195337,6.8134656405519864,0.000567905858118666,0.9824246577935003,45.41785745655,2.3282016108225654,5.420522740636788,79.45776760658,34.03991015003,-0.04630150663891311,53.54152559308014,2.3281562051788858,14.620973487221198,46.23037206594275,34.039342244171884,5.42031131571295,2.369806362971246,8.379197210479054,9429.097573806994,8102.343688362406,25600,1800,1
30.0,60.0,39.0,158.0,9.0,128.0,188.0,89.0,69.0,98.0,4158.979137336975,2891.0,2712.757187765454,3972175720.92872,7.140739565496379,-0.0070422505942450905,1.458427317855506,51.21585390816001,3.4818051115911395,12.122966835102186,93.06102018576001,41.8451662776,-0.45334892746949373,34.677235734049844,3.4817442261752736,12.01844924822846,35.11717949953693,41.85220852819425,12.122542856504854,2.387327900093701,4.224844120116104,16563.659022875447,14793.465997792775,25600,1800,1
30.0,60.0,158.0,188.0,89.0,128.0,90.0,218.0,39.0,69.0,4495.75743860804,2861.0,2765.998262842275,5575116822.7874,15.308386226760156,0.004217721644633334,1.7224508849744002,51.21585390816001,4.124946962426359,17.015187442830445,99.50814546915001,48.29229156099,-0.3186654150491702,27.64603120462017,4.124868549454979,11.707595280186782,29.734289874350292,48.288073839345365,17.01454055028282,2.3947670063847912,3.010122651082029,11854.88197770762,7852.542209147222,25600,1800,1
30.0,60.0,188.0,158.0,90.0,128.0,218.0,89.0,39.0,69.0,4391.651218836217,2832.0,2698.477248219273,4488941691.240906,7.957465033157045,0.0010259850569166677,1.4582129280196001,51.22196212239,3.701381839589451,13.700227522442589,102.43781603055001,51.22196212239,-0.05559083812651225,37.71798488844418,3.7013096856443366,13.838875012554674,35.12653134405726,51.220936137333084,13.699693389044578,2.5382504945084308,3.7389130302252878,10538.891131149521,8582.772621214195,25600,1800,1
30.0,60.0,158.0,188.0,128.0,90.0,98.0,9.0,39.0,218.0,4399.931821523773,2741.0,2695.26294921544,2402905405.756844,6.75750078143619,0.002455991261949664,1.0946561740449998,44.77604333723001,2.708070755213407,7.333647215242113,87.04054168689001,42.26449834966,0.08239490933444457,49.52946320747306,2.7080189743334757,15.607164776259575,40.90420754835968,42.262042358398055,7.33336676535013,2.473853469739945,6.105796255656413,8277.792905125903,5732.805619042244,25600,1800,1
30.0,60.0,68.0,98.0,38.0,9.0,158.0,90.0,128.0,21.0,4497.4390410002015,2672.0,2874.4062310799945,1163909052.402846,8.808021443149284,0.0012993572595909957,0.8329827428146424,35.70424902125001,1.8846900689888335,3.552056656145134,68.21001118954001,32.50576216829,-0.021042252369224853,58.567115494472205,1.8846537047534877,17.247604738368498,42.863131714596655,32.50446281103041,3.5519195868410463,2.2625363142401453,10.052099477005369,7823.087165513314,4320.86439606867,25600,1800,1
30.0,60.0,38.0,9.0,68.0,90.0,21.0,98.0,8.0,158.0,4320.362051428978,2671.0,2818.400030946321,872370186.5297143,4.444341361763162,-0.00023682957134301913,0.769158387448024,33.523097015690006,1.6316938404753645,2.662424789045244,63.15250420622001,29.629407190530003,-0.3936577155351535,62.14831106902963,1.6316619870863192,18.15903503607364,43.58412722627345,29.629644020101345,2.6623208401024754,2.1213601953948387,12.591681855444465,7567.011076046468,5123.680365418148,25600,1800,1
30.0,60.0,9.0,21.0,158.0,90.0,39.0,98.0,68.0,128.0,4256.85976892097,2762.0,2788.252706684629,2084620133.6352437,8.121832329630793,-0.0038484365325372155,1.087679954111966,48.973119106380004,2.522342179090249,6.362210068417745,86.17351624112001,37.20039713474,-0.5735426548306402,50.30718804031775,2.5222958480999673,14.748625607405598,45.02530263726705,37.20424557127254,6.361976345342334,2.318968772536854,7.697783903618836,9349.655532865436,8921.992652433722,25600,1800,1
30.0,60.0,158.0,188.0,89.0,128.0,90.0,9.0,59.0,39.0,4272.259795349999,2890.0,2735.9789867451736,4178291551.2681932,9.019081148232177,-0.001402913098912099,1.5393361118905762,51.21585390816001,3.571008268526588,12.752100053885261,92.84080337917001,41.62494947101,-0.4765364842309916,27.555393664056343,3.570938794446513,11.656584407367802,33.27139116177682,41.62635238410891,12.751603873683115,2.3197914781982023,4.016424476128826,13078.984778484266,11728.35406724077,25600,1800,1
9.0,19.0,4.0,28.0,23.0,10.0,91.0,5.0,92.0,94.0,4473.071523483395,2803.0,3124.96488415179,207685683.4099093,3.1315422812789633,6.661901655963498e-05,0.4184778380608822,13.664055667610002,0.7961393735518212,0.6338379021194862,26.21205839846,12.54800273085,-0.6018455713066537,52.25506875433671,0.7961238259827007,15.761370682960392,32.65180237721953,12.54793611183344,0.6338131462973335,1.9024276880986868,21.558492037336094,6470.58437207554,4344.518069292627,25600,1800,2
12.0,35.0,129.0,23.0,117.0,47.0,94.0,141.0,82.0,106.0,4619.354951932595,2717.0,3068.663890213329,493774784.6317698,3.479577251533348,5.990980118676268e-05,0.624822024137392,26.532423875360003,1.2275970392315245,1.506994490730005,43.94303130536001,17.410607430000002,-0.7138501192732385,58.912384008197115,1.227573063017968,14.182950045512007,42.463970299366075,17.410547520198815,1.506935625047316,1.9646763647819772,17.60687280488635,7479.076250366011,3988.9543906720546,25600,1800,2
12.0,35.0,23.0,129.0,117.0,47.0,94.0,152.0,82.0,70.0,4560.2971126706,2701.0,3053.466836817163,505220132.1886528,3.5709159239568176,-0.0006227584084983761,0.5954301312011919,26.22897321213,1.241740814214847,1.5419202496869509,47.309618556420006,21.08064534429,-0.9135687617080077,69.03137547348743,1.2417167164463683,16.977016629541772,44.05046341745746,21.0812681026985,1.5418604039023505,2.085411287368661,17.011250269963572,6549.377098569339,3812.2843429450254,25600,1800,2
12.0,35.0,23.0,129.0,117.0,47.0,94.0,152.0,24.0,164.0,4531.760262440704,2825.0,3038.205254040837,535097668.186827,3.7351996796786313,0.00047558229380952136,0.6044800037016894,32.799172501410006,1.2779111783411439,1.6330569797292507,56.55988452950001,23.76071202809,-1.743718046738991,91.94016274190034,1.2778863064167967,18.59376057852535,54.26014475343403,23.760236445796192,1.632993412127563,2.1140257718887803,20.08530607522614,6747.89749738735,4159.981705777742,25600,1800,2
12.0,23.0,129.0,35.0,117.0,5.0,17.0,30.0,94.0,152.0,4672.7668667098405,299.0,3088.297503390033,491989988.1953356,3.934560588873081,0.0003092758497550691,0.5867940457175369,25.35272805366,1.2253783308740884,1.5015520537757667,45.177721797450005,19.824993743790003,-0.6131102581666819,75.55322619313529,1.2253544355650468,16.178987212502413,43.20549644067786,19.824684467940248,1.5014934927589343,2.0882189321922526,16.88500694536836,6511.366857354222,3490.1936475855427,25600,1800,2
12.0,35.0,129.0,23.0,117.0,47.0,94.0,82.0,141.0,24.0,4578.989838719671,2960.0,3063.037817115564,469388507.3707178,3.4644895464399483,-0.0006143278234591151,0.5764891080744795,21.603638735180002,1.1968846525485193,1.4325328715061898,39.52287512349,17.91923638831,-0.9477137962240474,62.97154857374058,1.19686143241547,14.971855473816992,37.47449593165413,17.91985071613346,1.4324772884036108,2.076121501086264,15.081313267629987,7356.161492711731,4473.614136024861,25600,1800,2
12.0,35.0,23.0,129.0,117.0,47.0,94.0,82.0,5.0,17.0,4580.493116762495,2865.0,3022.0242954107225,599385077.5383329,3.7223968949549993,0.0005785503482768872,0.6048684887517847,36.30579558742001,1.352523036660772,1.8293185646980754,58.377114325750014,22.071318738330003,-2.265187717432282,104.05134429966675,1.3524967426469907,16.318944099735063,60.02262683966422,22.070740187981727,1.8292474388707203,2.2360178580934553,19.847394516421062,6738.027231825682,3787.361979788517,25600,1800,2
12.0,23.0,129.0,35.0,117.0,152.0,106.0,94.0,141.0,17.0,4673.897015201552,2727.0,3106.6081374629325,454199698.96497405,4.6377029198751165,0.0002293031187651922,0.5674362622333042,22.32164065256,1.1773756226129708,1.3862133567232806,40.33420373532,18.012563082760003,-0.7755666064591508,72.12497645394745,1.177352648202177,15.29920802426127,39.337705638879925,18.01233377964124,1.3861592582286792,2.074863251721658,16.10322949549389,7029.8825741555065,3870.4638503336723,25600,1800,2
12.0,23.0,35.0,117.0,129.0,152.0,47.0,82.0,94.0,105.0,4526.312990200522,2718.0,3021.4321610242764,509195307.49797595,3.351459691304735,-0.0011775033546146344,0.5946848864578015,26.672642883410003,1.246619523331078,1.5540602359502043,45.62838257538,18.955739691970003,-1.6293877582224552,81.2076950373518,1.2465957302249115,15.206004025499105,44.85172482234031,18.956917195324618,1.5540009146149805,2.0962290426618555,17.163852757460198,7225.227980866366,4677.444231830716,25600,1800,2
12.0,35.0,23.0,129.0,117.0,47.0,5.0,94.0,17.0,82.0,4476.062268977413,2736.0,2995.0935290039733,609625552.7050087,3.794091722589132,0.0005111431149681704,0.6261572431486667,31.271917934,1.364020922582046,1.860553077241576,52.00045573393,20.728537799930002,-1.8340462741749706,84.34924951007267,1.3639943760203663,15.196937879178247,49.94259553199036,20.728026656815036,1.8604806578151885,2.1783575786194604,16.808515478319155,7385.816007120574,4773.692072269148,25600,1800,2
12.0,23.0,129.0,117.0,35.0,11.0,152.0,94.0,24.0,17.0,4701.591995379584,597.0,3127.9550918640102,407666832.3917129,3.74850805026515,0.000846553556744401,0.5656983659927977,21.015897314980002,1.1153902695711628,1.2440954534540314,40.32700503249001,19.31110771751,-0.3104533745590397,63.423282964480705,1.1153688048039936,17.313652340226234,37.15035888091565,19.310261163953257,1.2440475707298893,1.9716670081705596,16.893162134185804,6265.7165885491495,3563.7360673936764,25600,1800,2
12.0,23.0,35.0,129.0,47.0,117.0,94.0,82.0,164.0,152.0,4476.087885371028,2718.0,3016.2790842880895,573568139.6962887,3.85411449610916,-0.0015073554205136887,0.6149365339355969,24.91920006635,1.3230733706134599,1.7505231440264615,44.38670097664,19.467500910290003,-1.2043760364924974,70.07505590556359,1.3230483867437832,14.714126184154448,40.52320636548783,19.469008265710517,1.7504570336653273,2.1515202199424825,14.235825037173887,6108.4085891283385,4620.903929874505,25600,1800,2
12.0,23.0,35.0,129.0,117.0,47.0,105.0,82.0,152.0,5.0,4476.041772180493,2736.0,3038.1586537791172,546923152.7361289,3.484061814064788,0.0006220110564689993,0.5966533080097335,30.59560010841,1.2919636605862275,1.6691701002753645,52.990445281730004,22.394845173320004,-2.3547895746734278,103.57497686741775,1.2919385754241668,17.334295607643245,51.27869015001067,22.394223162263536,1.6691052826690256,2.1653086609604295,18.330539377051952,6947.207304758288,4874.788649490493,25600,1800,2
12.0,35.0,23.0,129.0,117.0,47.0,17.0,5.0,94.0,30.0,4528.373181408224,2842.0,3000.2895094303944,616686711.4872141,3.499723970592091,0.0010894605931794149,0.6146346836296149,28.527001867030002,1.37190430174401,1.8821214131437198,51.175816543500005,22.648814676470003,-1.553295382168162,84.02530404684697,1.3718779380208774,16.50935119573687,46.41293865580268,22.647725215876825,1.8820490768284144,2.232021678177187,15.15741657231545,6693.916742098198,3660.7856301819606,25600,1800,2
12.0,23.0,129.0,117.0,35.0,5.0,17.0,152.0,11.0,94.0,4646.438143227155,2860.0,3110.8447256583636,450381073.43393713,4.033457266448741,0.0005430966207832345,0.5711392614921483,19.623277420300003,1.1724124994655607,1.3745510689030835,38.48321513674,19.623277420300003,-0.32216885797137335,61.80448902934663,1.1723897254575455,16.73784492835066,34.358130745612854,19.622734323679218,1.374497668358419,2.052721296719439,14.276690220752682,6064.431161944404,4085.2475777099385,25600,1800,2
12.0,23.0,35.0,117.0,129.0,152.0,47.0,5.0,105.0,140.0,4518.470229818864,2713.0,3014.9804436902077,536912051.4247357,4.175542972510875,-0.001412401263707569,0.6027854484687838,26.0272446771,1.2800833954460755,1.6386134992967536,45.07011981274,19.042875135640003,-1.1294334371529644,75.22905230872887,1.2800591718095822,14.876558486526562,43.17828962728828,19.04428753690371,1.6385514833338335,2.1235734456782795,15.884300824130584,6937.4442455987955,4540.348711003334,25600,1800,2
12.0,35.0,23.0,129.0,47.0,117.0,82.0,94.0,70.0,152.0,4556.610528973227,2723.0,3011.1139479884814,532187111.0377865,3.284472616502445,0.0006952483353306722,0.6028386370570658,29.800732652500002,1.274423604949301,1.6241555248519721,49.82242988261001,20.021697230110004,-1.7753695557469888,82.70033637112753,1.274398902294203,15.710698741239081,49.43401238842462,20.021001981774674,1.6240925621686697,2.113996721437027,18.349158999107008,6600.798734257805,3639.410618952419,25600,1800,2
12.0,23.0,129.0,35.0,117.0,5.0,17.0,94.0,24.0,106.0,4519.952244150296,2719.0,3080.6441928920476,510238909.9258645,4.30274921845971,0.0009249315700414003,0.593737457859943,23.95362749278,1.2478941994477546,1.5572399330153524,44.48545570062001,20.531828207840004,-0.6026590422443605,65.47827730375872,1.2478701681074982,16.453497112586863,40.34380377333449,20.530903276269964,1.5571799564526358,2.101720468513642,15.382697030950764,7364.775477877823,4069.256293090384,25600,1800,2
12.0,35.0,23.0,117.0,129.0,94.0,47.0,152.0,82.0,106.0,4645.276656912467,2833.0,3104.5035826326985,464976757.4882345,3.8886446913740618,-0.0007949175571217622,0.5954987096893921,20.32093857358,1.1912603080894808,1.4191011216294445,37.075468805540005,16.754530231960004,-0.47825349859982813,56.92463181073597,1.1912373053763667,14.06481324614534,34.12423611157656,16.755325149517127,1.4190463177203472,2.0004028321030414,14.3201376303382,5672.219984932391,4161.460087000891,25600,1800,2
12.0,35.0,23.0,129.0,47.0,117.0,94.0,82.0,152.0,70.0,4551.23653512499,2711.0,3037.005703749418,552015338.8777049,3.845980245451266,0.00047373951952068194,0.6170551847016315,29.471857562990003,1.2979784863618513,1.6847481510582025,51.11968009412001,21.647822531130004,-1.9406323678342356,87.53583510012523,1.2979532204366488,16.678430462884776,47.76210992739768,21.647348791610483,1.684682562441868,2.103463762425489,17.494012355818494,7036.818526104368,4430.15988331164,25600,1800,2
12.0,23.0,129.0,117.0,35.0,5.0,152.0,17.0,94.0,105.0,4543.20984952959,299.0,3044.8924455870474,530923601.8198163,4.073929445832567,0.00038287948912770365,0.6091866492409048,25.847698404480003,1.2729349421371319,1.6203633669136632,47.98523421846001,22.13753581398,-0.4168598078243953,71.48346967019816,1.2729101364958073,17.39127938357251,42.42985041889591,22.137152934490874,1.620300215593775,2.0895240203999133,15.952413111916954,6355.146392036564,3530.569876059585,25600,1800,2
12.0,23.0,35.0,129.0,117.0,152.0,94.0,47.0,105.0,82.0,4705.369593867969,2834.0,3076.295233411439,491116931.07715935,3.653892212507188,-0.00012706738982186998,0.5929865009046414,26.92596517494,1.2242791663243566,1.4988594770958616,46.422737146610004,19.496771971670004,-0.6671033007586803,67.05729552883612,1.2242552600485295,15.925414092888726,45.40738302450831,19.496899039059826,1.4988009417564925,2.0645583975028847,17.965004174193144,6770.893314384033,3806.660597662112,25600,1800,2
12.0,35.0,23.0,129.0,117.0,47.0,152.0,94.0,82.0,105.0,4521.599135327878,2720.0,3006.1835708333983,562646751.5359509,3.5148153596464002,7.595071488691167e-05,0.6016350333008754,31.38290862106,1.3104163760873078,1.7171910787177922,52.3970316012,21.01412298014,-2.137410289709721,102.23088867683515,1.3103907829687609,16.036531432655053,52.162701445222396,21.014047029425114,1.7171240040894822,2.1780493329640254,18.276436964551678,7128.892964963358,4596.9056181977985,25600,1800,2
12.0,23.0,35.0,129.0,117.0,94.0,11.0,106.0,152.0,141.0,4583.9867416700245,2838.0,3090.6169443676035,469065902.4379154,3.9504568881740187,8.681654785382348e-05,0.6077188852128184,20.395871027250003,1.1964817345391048,1.4315685410857046,40.1389045761,20.395871027250003,-0.05216330764021293,56.85867434029101,1.196458367763876,17.046870644875774,33.56135792967423,20.39578421070215,1.4315126257921984,1.9687694374429154,14.24777585595023,6053.0928514197785,3503.1048519973783,25600,1800,2
12.0,35.0,23.0,129.0,6.0,117.0,47.0,94.0,106.0,141.0,4549.762108070066,2685.0,3068.4396427636907,531392589.49047995,3.8551778579583744,0.0004450868360435887,0.5998488164779092,27.011195618370003,1.2732938348350937,1.621277189829059,48.563395685530004,21.55220006716,-1.0511530153145083,74.05593738571675,1.273269042393306,16.9266662029647,45.030005688716315,21.551754980323956,1.6212140543171665,2.122649920140664,16.6610914496092,7651.733297885917,3724.098775583518,25600,1800,2
12.0,35.0,23.0,129.0,117.0,47.0,94.0,82.0,152.0,1.0,4565.243277465428,2733.0,2999.9212844947933,572704786.355378,4.078090965603572,-3.3637120598438065e-06,0.6042568360463151,29.62002017781,1.3219173905694483,1.7474655874899392,50.799945342300006,21.17992516449,-1.6820932947476588,84.1323126531695,1.3218915706139513,16.022437570014162,49.01892442229596,21.179928528202062,1.7473973244602192,2.1876319666702635,16.950935979577395,6182.202287562978,3896.2121426270205,25600,1800,2
12.0,5.0,35.0,129.0,23.0,117.0,17.0,24.0,152.0,94.0,4490.018538310132,2723.0,3042.3855679918142,562406571.6407739,3.8503396293971632,0.00021119212506855596,0.597465666497172,31.687788034470003,1.3101380048687632,1.7164615918015036,58.57400098517,26.886212950700003,-1.526909568934451,98.96358762385778,1.3101124320085982,20.522065353947845,53.03700247789885,26.886001758574935,1.7163945845034838,2.1927827915025464,18.46183174927495,8129.340026515767,3903.57373237689,25600,1800,2
12.0,23.0,129.0,35.0,117.0,5.0,152.0,94.0,17.0,105.0,4636.413121730075,2841.0,3065.5839984562517,513572688.9014107,3.479281686286043,2.2614730500013206e-05,0.6137982472831085,24.892615543770003,1.2519674317532359,1.5674224501707934,43.66322218357001,18.770606639800004,-0.8262300283188913,66.03286433770326,1.2519429782745581,14.993180173165605,40.555045006976904,18.770584025069503,1.5673612208509708,2.0396652871136522,15.881862593394393,7801.113186160896,3368.2076981254236,25600,1800,2
12.0,35.0,23.0,129.0,117.0,94.0,47.0,82.0,152.0,105.0,4519.5550046748895,2714.0,3022.622135239178,596362370.3909204,3.9149314659944294,-7.080553018243929e-05,0.6428281532440676,33.98684245873,1.3491093283005844,1.8200959797076537,54.710214777240004,20.723372318510002,-1.9362685702698448,83.22307449849609,1.3490829790804242,15.361080556094244,52.870805809007486,20.723443124040184,1.8200248844445122,2.0986681623575487,18.673833939970052,8214.163880043372,4698.377554243693,25600,1800,2
12.0,23.0,35.0,129.0,117.0,94.0,47.0,11.0,152.0,106.0,4502.865518646685,2731.0,3096.3273876377584,481656609.66321963,3.7274169214231647,0.0003661623826876127,0.6069952912399101,29.518120982280003,1.212442445848195,1.4700166844943536,52.897252914220005,23.37913193194,-1.4027233946274738,76.73002995434456,1.2124188194676602,19.283049352702342,48.629901101841,23.378765769557315,1.4699593937993547,1.9974105845056072,20.080909110003038,7502.2926002152,4453.029716156723,25600,1800,2
12.0,129.0,35.0,23.0,117.0,5.0,152.0,94.0,47.0,141.0,4557.654686045,2833.0,3052.248737396509,517662284.7450238,3.871797508828305,-8.430004751865703e-05,0.6231240124776337,21.680730187200002,1.2569297064213605,1.5798722868844872,40.327676667190005,18.646946479990003,-0.45115304951613505,56.7126127208705,1.256905158641258,14.83560342782566,34.79360408692035,18.64703078003752,1.5798105778190061,2.017102749168045,13.723626421802509,7601.239570715712,3908.876715888449,25600,1800,2
12.0,23.0,35.0,129.0,47.0,117.0,94.0,82.0,152.0,17.0,4464.997270334339,2703.0,3017.3068160539374,557184411.8621384,3.6625822005834037,0.00020080547066055756,0.6217417892434726,26.75413048983,1.3040171005102237,1.700460598423091,47.686399517350004,20.932269027520004,-1.8198880177915484,80.99756251605861,1.3039916456438654,16.05245639222204,43.03093495192608,20.93206822204934,1.700394211908996,2.0973202512743203,15.734075252934266,6732.54122620782,4782.096275468027,25600,1800,2
10.0,20.0,14.0,4.0,110.0,24.0,30.0,99.0,120.0,106.0,4574.050807525242,2879.0,3176.0890805372424,255456154.25992343,3.0891313154648437,0.00026396783547091797,0.46135141203353947,14.384096912170001,0.8829575878017565,0.7796141018566966,27.76303998809,13.37894307592,-0.2935075175216768,54.74999844876118,0.8829403811527795,15.152714001428118,31.178179012757205,13.37867910808453,0.7795837166702155,1.9138131110533834,18.450997121396846,9689.990923590538,3551.6278390244047,25600,1800,2
