Frequency_1,Frequency_2,Frequency_3,Frequency_4,Frequency_5,Frequency_6,Frequency_7,Frequency_8,Frequency_9,Frequency_10,Mean Frequency,Max Amplitude Frequency,Spectral Std Dev,Spectral Energy,Spectral Skewness,mean,absolute_mean,absolute_max,std,variance,peak_to_peak,peak,skewness,kurtosis,rms,crest_factor,impulse_factor,margin,power,shape_factor,clearance_factor,BPFO_data,BPFI_data,Hz,rpm,fault_type
30.0,60.0,158.0,188.0,90.0,128.0,89.0,218.0,59.0,98.0,4359.583379322258,2831.0,2677.3637209384883,5535134297.829798,10.168064731142834,0.0004140365901601343,1.6633498457204288,51.21585390816001,4.110135265295397,16.893211899024863,94.83586983244001,43.620015924280004,-0.24835569421276735,29.61981076971778,4.110055006150571,10.613000521648493,30.79078886497112,43.619601887689846,16.892552153583367,2.4709504237639357,3.0318600435574643,12444.025877526767,9821.78397563537,25600,1800,1
30.0,60.0,158.0,188.0,128.0,90.0,98.0,218.0,89.0,39.0,4495.297192057212,2801.0,2758.247138591127,3951662078.236846,10.027748003624884,0.00205690946230946,1.37729896273921,48.83482952165001,3.4728178807975127,12.060464033186927,95.81816000427,46.98333048262,-0.018239939502270538,38.88647042665666,3.4727506581647276,13.529140185218381,35.45695658154418,46.98127357315769,12.059997133783549,2.5214210945588933,4.049323476607593,9197.836797958238,6587.125726101318,25600,1800,1
30.0,60.0,9.0,39.0,90.0,21.0,158.0,128.0,188.0,98.0,4018.5702491088173,2706.0,2573.4459026405993,2545772729.5327806,5.247288887150873,-0.0009505251293796573,1.1386911845268024,47.192646045530005,2.7874114027089467,7.769662327951859,83.72319136511001,36.53054531958,-0.5001180963658035,46.17246652094952,2.787357120492302,13.105800132681953,41.44463985214877,36.53149584470938,7.769359717159137,2.447860454501212,6.074200161089462,10547.002039294375,6688.642765367848,25600,1800,1
30.0,60.0,158.0,188.0,98.0,128.0,90.0,9.0,39.0,68.0,4436.791494821441,2702.0,2745.525316092554,1849574923.189746,7.288209846493928,0.002283767236985813,0.9828218211382159,34.50951468804001,2.3758964899551565,5.644884130981232,68.14281719069001,33.63330250265,0.1813338758949589,50.10189467974141,2.375851181087297,14.15631701614319,35.11268670049896,33.63101873541301,5.6446688346739045,2.417377321085321,6.113647354483576,8156.354285530131,4776.10227930111,25600,1800,1
30.0,60.0,68.0,38.0,9.0,98.0,90.0,158.0,21.0,39.0,4391.104839804243,2672.0,2799.2426045255015,999268035.978155,5.461560298282757,0.0005877718522317241,0.7794909004032367,35.509420006320006,1.7463553253387527,3.0497569223390206,68.42896410174001,32.91954409542,-0.1726285468396648,71.47323008451198,1.7463213140860578,18.850794427054527,45.554630577407266,32.91895632356777,3.049638132031256,2.2403357283358565,11.643814272045594,6817.055484508208,4043.9510211838333,25600,1800,1
30.0,60.0,68.0,38.0,9.0,21.0,98.0,90.0,8.0,158.0,4351.986541869552,2673.0,2817.8631828441667,1264496232.377117,7.19877502475234,-1.839427216337426e-05,0.8486073954886751,41.47619825804001,1.9644880592052634,3.859213334760063,74.26686786607002,32.79066960803,-0.605047071575678,71.33781941277066,1.9644496885104021,16.692038386024752,48.87560310991129,32.79068800230216,3.859062578688616,2.3149099323829994,10.747739227419945,7119.023241301529,4754.85482402424,25600,1800,1
30.0,60.0,9.0,158.0,39.0,90.0,188.0,128.0,98.0,59.0,4104.883317571249,2862.0,2760.9779589673367,2349496840.877118,7.3305226988876235,-0.0033463110688710207,1.1883228014104326,51.21585390816001,2.6778036451461316,7.170632361957909,90.04701672912,38.83116282096,-0.6950448278433693,37.13932010141823,2.6777534326347276,14.501395964135792,43.099277273289196,38.83450913202888,7.170363445987067,2.2533889187824,7.142713796024278,13638.595851145183,12445.89804455442,25600,1800,1
30.0,60.0,158.0,90.0,188.0,128.0,89.0,59.0,39.0,69.0,4348.275641053488,2890.0,2797.2136457164656,4917250721.4208555,13.270168777369529,-0.0003297971287378504,1.6644219532840574,48.747388789480006,3.873942245120212,15.007428518527028,90.91388953064,42.16650074116,-0.37840565169795964,25.087889340003322,3.8738665925295193,10.884861348213475,29.287879010065286,42.166830538288735,15.006842376716268,2.3274546366599074,3.248344159669031,13580.52015310246,13277.769776697836,25600,1800,1
30.0,60.0,158.0,188.0,128.0,89.0,90.0,59.0,218.0,119.0,4402.283431163241,2860.0,2826.639734145032,4863488311.349644,14.012934163012579,-0.0006182292289785223,1.598070831629571,51.21585390816001,3.852706100644392,14.843344297942515,97.60937311455001,46.39351920639,-0.16002821904156764,29.65421603454061,3.8526308984073645,12.042035800929847,32.048550598933474,46.39413743561898,14.842764839363136,2.410801087257686,3.450560219908297,16506.041622968532,14240.517813887769,25600,1800,1
30.0,60.0,188.0,158.0,218.0,128.0,90.0,39.0,69.0,9.0,4407.666004947742,2832.0,2753.816298423198,3494805164.026216,9.500298195133219,0.0024257772530137706,1.290804788351684,51.22196212239,3.265905203589284,10.666136798831564,102.43781603055001,51.22196212239,-0.07902400878806186,49.6901991430329,3.2658423141637187,15.684150425831678,39.68219097466999,51.21953634513699,10.665726020982234,2.5300822739696325,4.802482458448979,12469.786474963044,8465.307595859564,25600,1800,1
30.0,60.0,158.0,188.0,128.0,90.0,9.0,98.0,218.0,21.0,4441.268561378593,2703.0,2757.4048338617526,1903716842.1028275,6.254477006390139,0.002846360073656762,0.970756103820942,37.876804102650006,2.4104192946008376,5.810121175784,75.10772398162001,37.23091987897,0.23751658672253084,55.807242478100655,2.4103738944042217,15.446118116945696,39.01783769740423,37.228073518896345,5.809902310825374,2.482986081588234,6.519353007377693,9751.932472499711,4650.430634859669,25600,1800,1
30.0,60.0,68.0,38.0,98.0,158.0,90.0,9.0,21.0,128.0,4447.206351890408,2672.0,2798.1585782093025,1327100273.098566,8.235207567499467,0.0005855906237989716,0.8384330022674114,39.88596267308001,2.0125353128617256,4.050298385515444,75.98011639922001,36.09415372614,-0.019678180894861556,73.30440437798876,2.0124960888087746,17.93501807375171,47.57203326349826,36.0935681355162,4.050140507470616,2.4003063850853827,9.848044185012608,8308.471808122626,5538.470725850996,25600,1800,1
30.0,60.0,9.0,21.0,90.0,68.0,38.0,98.0,128.0,158.0,4363.545045701362,2762.0,2744.275325638005,1893643928.6341314,8.636683740211833,-7.45759904410404e-05,1.038880098362088,48.308408349560004,2.4040360972479706,5.779389556871254,90.4933118815,42.18490353194,-0.23186878602413766,57.21595163631433,2.4039891422818886,17.547876065653817,46.50046567041151,42.18497810793044,5.779163796209211,2.314019823916205,8.359065438021926,8580.10736892734,5683.843330878744,25600,1800,1
30.0,60.0,158.0,9.0,128.0,89.0,39.0,59.0,188.0,90.0,4106.40807971,2891.0,2689.5272127757694,4198194004.4693513,7.842979647532638,-0.0035926286449845697,1.525318230255662,51.21585390816001,3.57949641421072,12.812794579347404,98.80175672631,47.585902818150004,-0.7217894619630747,31.245855319975966,3.57942830169682,13.294274617986344,33.577159763950114,47.58949544679499,12.812306966988182,2.3466764054192573,3.9973951638936915,15326.020418280872,14067.754940110994,25600,1800,1
30.0,60.0,9.0,90.0,158.0,21.0,128.0,39.0,188.0,98.0,4140.603716492307,2860.0,2767.3217280447243,3503272789.9102516,10.210744224604902,-0.005944625916842074,1.398407938846351,51.21585390816001,3.269845093229322,10.691886933715875,89.88515887219,38.66930496403,-0.7463376959689374,36.022752965286756,3.2697866297580735,11.826247196714203,36.62440156798002,38.67524958994684,10.691504604144662,2.338220871697539,4.790331745104024,16247.352504165328,15147.378699898623,25600,1800,1
30.0,60.0,158.0,188.0,90.0,128.0,89.0,218.0,59.0,98.0,4289.370955466226,2861.0,2814.605027988089,5561556243.875649,16.35799555409552,0.0025182517979241248,1.7344323630231684,51.21585390816001,4.119930070357841,16.97382378463877,99.51892215320001,48.30306824504,-0.4990850136225645,25.338794812154493,4.1198503686831085,11.724471503191962,29.52888506928527,48.30054999324208,16.973167060338344,2.3753306594799026,3.0174600724833183,16882.159367884335,15070.591851429563,25600,1800,1
30.0,60.0,188.0,158.0,90.0,128.0,218.0,89.0,119.0,98.0,4419.034387539639,2831.0,2665.397647711305,4618495367.73884,8.113350606394134,0.003012298964620471,1.5045357037108142,51.22196212239,3.754411023910659,14.095602136461881,102.43781603055001,51.22196212239,-0.3608973238766248,37.71094210784326,3.754338900450971,13.643403933575955,34.045029304426095,51.21894982342538,14.095060579439405,2.4953471633748543,3.6340363231292496,10255.646903418181,8423.627451799164,25600,1800,1
30.0,60.0,188.0,158.0,128.0,90.0,218.0,9.0,98.0,39.0,4418.832257380753,2703.0,2741.936119505592,2839495137.3929286,8.0271748554169,0.0011495647063807222,1.1689794082859397,45.36666301933,2.943826484619273,8.666114371545868,89.98583691372001,45.36666301933,-0.11835133921450565,52.47392777163737,2.9437692096576176,15.411080077370087,38.80877857878659,45.36551345462362,8.665777159728234,2.5182387207094012,5.235152275800354,9878.013101111634,6981.333332996055,25600,1800,1
30.0,60.0,158.0,21.0,90.0,188.0,128.0,98.0,39.0,9.0,4372.106608088722,2674.0,2785.1973253432957,1641080330.012206,5.591669114101059,0.002349915106038131,0.9501597041977654,37.62975243691,2.237928443398272,5.008323717771012,70.67937996218001,33.04962752527,-0.037841698965837174,52.92048843122611,2.237885965500559,14.768235752297425,39.60360797312636,33.04727761016396,5.008133594584369,2.3552734930913966,7.513727764291588,9790.232620635954,5043.948858888278,25600,1800,1
30.0,60.0,90.0,68.0,38.0,21.0,98.0,9.0,8.0,128.0,4393.4102442433295,2703.0,2838.668750579619,1430203439.4389844,10.033741277264957,-0.0008342579021454066,0.9229156870029711,35.13549654575001,2.0892446055886276,4.36494302198118,66.72635792570001,31.590861379950002,-0.11863747307880983,42.953813965085004,2.0892039646047045,15.121003939855756,38.07010438824289,31.591695637852148,4.364773205720016,2.2636997008785036,8.049787443641996,8075.714431229585,5530.183707232635,25600,1800,1
30.0,60.0,9.0,39.0,21.0,90.0,68.0,98.0,158.0,128.0,4264.2358387131635,2763.0,2730.929692503455,1836263502.9672525,8.332730473168047,-0.00022882831502755397,1.0413932941700392,35.24729930022001,2.367333016343844,5.604265610271643,67.11936802329001,31.872068723070004,-0.15801989400202315,38.344746637975916,2.367286788172665,13.46354353106174,33.84628986718327,31.87229755138503,5.6040467374568514,2.273191887661736,6.289615513844811,8371.795567195775,6612.343109815457,25600,1800,1
30.0,60.0,39.0,158.0,9.0,188.0,128.0,90.0,89.0,69.0,4216.2255309420725,2861.0,2730.826532589046,3794345099.0575867,10.01360849469733,-0.004896920482732576,1.46083770164824,51.21585390816001,3.402980080899069,11.580273430995836,90.89688496119001,39.68103105303,-0.5126369572937084,30.467528304180973,3.402917136623278,11.660886662790023,35.059236115260425,39.68592797351273,11.57984503872437,2.3294286098885735,4.422844497218066,12983.380387093019,11004.664749002573,25600,1800,1
30.0,60.0,158.0,188.0,89.0,128.0,90.0,59.0,218.0,119.0,4260.136571712066,2861.0,2768.4113459680957,5646988091.587384,10.75610192464212,0.0019811296033391476,1.7617855315264717,51.22196212239,4.151455586969129,17.234583490577194,102.43781603055001,51.22196212239,-0.5331739180039832,26.97510816558966,4.1513749726127065,12.338553481752333,29.07389191578247,51.21998099278667,17.23391416323515,2.356345252203208,2.9721606848698974,17535.723027319305,15190.813626133067,25600,1800,1
30.0,60.0,158.0,188.0,128.0,90.0,89.0,218.0,98.0,59.0,4260.382333981853,2859.0,2733.919063310634,5093586744.595474,8.194933063777489,-0.0005669158599125348,1.5915128437867356,51.22196212239,3.9427919275720487,15.545608184127312,102.43781603055001,51.22196212239,-0.4448343593399677,33.519255499461984,3.942714956914776,12.991545846487424,32.184447849328066,51.22252903824992,15.545001231479484,2.4773378187346276,3.295076105794235,15398.828315577774,14435.912721345108,25600,1800,1
30.0,60.0,158.0,188.0,90.0,128.0,89.0,59.0,218.0,119.0,4177.968649735856,2894.0,2706.8848348899073,5345491276.423864,8.28662473206508,0.0014837806602410115,1.738776660248597,51.21585390816001,4.039110232387875,16.314411469380435,96.54711567303,45.33126176487,-0.41762871101797905,23.892104082300488,4.039031612205164,11.22329957207757,29.455107765730855,45.329777984209755,16.31377636439265,2.3229157053601663,3.1394235622811753,16083.039883857971,15071.685633214129,25600,1800,1
30.0,60.0,158.0,188.0,128.0,90.0,98.0,218.0,9.0,39.0,4371.7928379155965,2800.0,2665.4765649886785,3399305288.8274417,6.545783605204419,0.0052987890212879574,1.2668965987138765,49.5134028206,3.2209643476234424,10.374611328661308,98.46189735657,49.5134028206,-0.14219834019647068,48.11234054747872,3.220905793676729,15.372508850710425,39.08243409198891,49.50810403157871,10.37423413174032,2.5423588609729606,4.7727284917459185,9117.823497022471,5694.246305153434,25600,1800,1
